InteractionID	REL_ENT	REG_DIR	INDIRECT	PASSIVE	NEGATED	SENTENCE
miRNA-corp.d89.s2.p4	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and miR-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the <e2>alpha-synuclein</e2> and pdr-1 strains; mdl-1 and ptc-1 genes are target candidates for miR-64 and <e1>miR-65</e1> and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals.
miRNA-corp.d89.s2.p5	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and miR-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of <e1>let-7</e1> family co-underexpressed in the alpha-synuclein and pdr-1 strains; mdl-1 and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in <e2>alpha-synuclein</e2> transgenic as well as miR-64/65 (tm3711) knockout animals.
miRNA-corp.d89.s2.p6	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and miR-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of <e1>let-7</e1> family co-underexpressed in the alpha-synuclein and pdr-1 strains; mdl-1 and <e2>ptc-1</e2> genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals.
miRNA-corp.d89.s2.p7	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and miR-65 are co-underexpressed in the <e2>alpha-synuclein</e2> transgenic and cat-1 strains, and members of <e1>let-7</e1> family co-underexpressed in the alpha-synuclein and pdr-1 strains.;  mdl-1 and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals. 
miRNA-corp.d89.s2.p8	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and miR-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of <e1>let-7</e1> family co-underexpressed in the alpha-synuclein and pdr-1 strains; <e2>mdl-1</e2> and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals.
miRNA-corp.d89.s2.p9	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and miR-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of <e1>let-7</e1> family co-underexpressed in the <e2>alpha-synuclein</e2> and pdr-1 strains.;  mdl-1 and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals. 
miRNA-corp.d89.s2.p10	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and <e1>miR</e1>-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains; mdl-1 and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in <e2>alpha-synuclein</e2> transgenic as well as miR-64/65 (tm3711) knockout animals.
miRNA-corp.d89.s2.p11	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and <e1>miR</e1>-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains; mdl-1 and <e2>ptc-1</e2> genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals.
miRNA-corp.d89.s2.p12	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and <e1>miR</e1>-65 are co-underexpressed in the <e2>alpha-synuclein</e2> transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains.;  mdl-1 and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals. 
miRNA-corp.d89.s2.p13	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and <e1>miR</e1>-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains; <e2>mdl-1</e2> and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals.
miRNA-corp.d89.s2.p14	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and <e1>miR</e1>-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the <e2>alpha-synuclein</e2> and pdr-1 strains.;  mdl-1 and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals. 
miRNA-corp.d89.s2.p15	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and miR-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains; mdl-1 and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in <e2>alpha-synuclein</e2> transgenic as well as <e1>miR-64/65</e1> (tm3711) knockout animals.
miRNA-corp.d89.s2.p16	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and miR-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains; mdl-1 and <e2>ptc-1</e2> genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as <e1>miR-64/65</e1> (tm3711) knockout animals.
miRNA-corp.d89.s2.p17	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and miR-65 are co-underexpressed in the <e2>alpha-synuclein</e2> transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains; mdl-1 and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as <e1>miR-64/65</e1> (tm3711) knockout animals.
miRNA-corp.d89.s2.p18	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and miR-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains; <e2>mdl-1</e2> and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as <e1>miR-64/65</e1> (tm3711) knockout animals.
miRNA-corp.d89.s2.p19	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and miR-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the <e2>alpha-synuclein</e2> and pdr-1 strains; mdl-1 and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as <e1>miR-64/65</e1> (tm3711) knockout animals.
miRNA-corp.d89.s2.p20	NA	NA	FALSE	FALSE	FALSE	The family of <e1>miR-64</e1> and miR-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains; mdl-1 and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in <e2>alpha-synuclein</e2> transgenic as well as miR-64/65 (tm3711) knockout animals.
miRNA-corp.d89.s2.p21	NA	NA	FALSE	FALSE	FALSE	The family of <e1>miR-64</e1> and miR-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains; mdl-1 and <e2>ptc-1</e2> genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals.
miRNA-corp.d89.s2.p22	NA	NA	FALSE	FALSE	FALSE	The family of <e1>miR-64</e1> and miR-65 are co-underexpressed in the <e2>alpha-synuclein</e2> transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains.;  mdl-1 and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals. 
miRNA-corp.d89.s2.p23	NA	NA	FALSE	FALSE	FALSE	The family of <e1>miR-64</e1> and miR-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains; <e2>mdl-1</e2> and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals.
miRNA-corp.d89.s2.p24	NA	NA	FALSE	FALSE	FALSE	The family of <e1>miR-64</e1> and miR-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the <e2>alpha-synuclein</e2> and pdr-1 strains.;  mdl-1 and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals. 
miRNA-corp.d89.s2.p25	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and <e1>miR-65</e1> are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains; mdl-1 and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in <e2>alpha-synuclein</e2> transgenic as well as miR-64/65 (tm3711) knockout animals.
miRNA-corp.d89.s2.p26	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and <e1>miR-65</e1> are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains; mdl-1 and <e2>ptc-1</e2> genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals.
miRNA-corp.d89.s2.p27	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and <e1>miR-65</e1> are co-underexpressed in the <e2>alpha-synuclein</e2> transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains.;  mdl-1 and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals. 
miRNA-corp.d89.s2.p28	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and <e1>miR-65</e1> are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains; <e2>mdl-1</e2> and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals.
miRNA-corp.d89.s2.p29	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and <e1>miR-65</e1> are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the <e2>alpha-synuclein</e2> and pdr-1 strains.;  mdl-1 and ptc-1 genes are target candidates for miR-64 and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals. 
miRNA-corp.d89.s2.p30	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and miR-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains; mdl-1 and ptc-1 genes are target candidates for <e1>miR-64</e1> and miR-65 and are overexpressed in <e2>alpha-synuclein</e2> transgenic as well as miR-64/65 (tm3711) knockout animals.
miRNA-corp.d89.s2.p31	MIR_GENE	TARGET	FALSE	FALSE	FALSE	The family of miR-64 and miR-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains; mdl-1 and <e2>ptc-1</e2> genes are target candidates for <e1>miR-64</e1> and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals.
miRNA-corp.d89.s2.p32	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and miR-65 are co-underexpressed in the <e2>alpha-synuclein</e2> transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains; mdl-1 and ptc-1 genes are target candidates for <e1>miR-64</e1> and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals.
miRNA-corp.d89.s2.p33	MIR_GENE	TARGET	FALSE	FALSE	FALSE	The family of miR-64 and miR-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the alpha-synuclein and pdr-1 strains; <e2>mdl-1</e2> and ptc-1 genes are target candidates for <e1>miR-64</e1> and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals.
miRNA-corp.d89.s2.p34	NA	NA	FALSE	FALSE	FALSE	The family of miR-64 and miR-65 are co-underexpressed in the alpha-synuclein transgenic and cat-1 strains, and members of let-7 family co-underexpressed in the <e2>alpha-synuclein</e2> and pdr-1 strains; mdl-1 and ptc-1 genes are target candidates for <e1>miR-64</e1> and miR-65 and are overexpressed in alpha-synuclein transgenic as well as miR-64/65 (tm3711) knockout animals.
miRNA-corp.d92.s4.p0	NA	NA	FALSE	FALSE	FALSE	Recent studies have identified changes of several specific miRNA expression profiles and polymorphisms affecting the interactions between miRNAs and their targets in various brain disorders, including addiction: miR-16 causes adaptive changes in production of the serotonin transporter; <e1>miR-133b</e1> is specifically expressed in midbrain dopaminergic neurons, and regulates the production of tyrosine hydroxylase and the dopamine transporter; miR-212 affects production of striatal <e2>brain-derived neurotrophic factor</e2> and synaptic plasticity upon cocaine.
miRNA-corp.d92.s4.p1	NA	NA	FALSE	FALSE	FALSE	Recent studies have identified changes of several specific miRNA expression profiles and polymorphisms affecting the interactions between miRNAs and their targets in various brain disorders, including addiction;  miR-16 causes adaptive changes in production of the serotonin transporter; <e1>miR-133b</e1> is specifically expressed in midbrain dopaminergic neurons, and regulates the production of <e2>tyrosine hydroxylase</e2> and the dopamine transporter.;  miR-212 affects production of striatal brain-derived neurotrophic factor and synaptic plasticity upon cocaine. 
miRNA-corp.d92.s4.p9	NA	NA	FALSE	FALSE	FALSE	Recent studies have identified changes of several specific miRNA expression profiles and polymorphisms affecting the interactions between miRNAs and their targets in various brain disorders, including addiction: <e1>miR-16</e1> causes adaptive changes in production of the serotonin transporter; miR-133b is specifically expressed in midbrain dopaminergic neurons, and regulates the production of tyrosine hydroxylase and the dopamine transporter; miR-212 affects production of striatal <e2>brain-derived neurotrophic factor</e2> and synaptic plasticity upon cocaine.
miRNA-corp.d92.s4.p10	NA	NA	FALSE	FALSE	FALSE	Recent studies have identified changes of several specific miRNA expression profiles and polymorphisms affecting the interactions between miRNAs and their targets in various brain disorders, including addiction: <e1>miR-16</e1> causes adaptive changes in production of the serotonin transporter; miR-133b is specifically expressed in midbrain dopaminergic neurons, and regulates the production of <e2>tyrosine hydroxylase</e2> and the dopamine transporter; miR-212 affects production of striatal brain-derived neurotrophic factor and synaptic plasticity upon cocaine.
miRNA-corp.d92.s4.p12	MIR_GENE	NEU	FALSE	FALSE	FALSE	Recent studies have identified changes of several specific miRNA expression profiles and polymorphisms affecting the interactions between miRNAs and their targets in various brain disorders, including addiction;  miR-16 causes adaptive changes in production of the serotonin transporter;  miR-133b is specifically expressed in midbrain dopaminergic neurons, and regulates the production of tyrosine hydroxylase and the dopamine transporter; <e1>miR-212</e1> affects production of striatal <e2>brain-derived neurotrophic factor</e2> and synaptic plasticity upon cocaine.
miRNA-corp.d92.s4.p13	NA	NA	FALSE	FALSE	FALSE	Recent studies have identified changes of several specific miRNA expression profiles and polymorphisms affecting the interactions between miRNAs and their targets in various brain disorders, including addiction: miR-16 causes adaptive changes in production of the serotonin transporter; miR-133b is specifically expressed in midbrain dopaminergic neurons, and regulates the production of <e2>tyrosine hydroxylase</e2> and the dopamine transporter; <e1>miR-212</e1> affects production of striatal brain-derived neurotrophic factor and synaptic plasticity upon cocaine.
miRNA-corp.d94.s2.p0	NA	NA	FALSE	FALSE	FALSE	In vitro, anti-miRNA-125b added exogenously to <e2>IL-6</e2>-stressed NHA cultures attenuated both glial cell proliferation and increased the expression of the cyclin-dependent kinase inhibitor 2A (CDKN2A), a <e1>miRNA-125b</e1> target and negative regulator of cell growth.
miRNA-corp.d94.s2.p1	MIR_GENE	TARGET	FALSE	FALSE	FALSE	In vitro, anti-miRNA-125b added exogenously to IL-6-stressed NHA cultures attenuated both glial cell proliferation and increased the expression of the <e2>cyclin-dependent kinase inhibitor 2A</e2> (CDKN2A), a <e1>miRNA-125b</e1> target and negative regulator of cell growth.
miRNA-corp.d94.s2.p2	MIR_GENE	TARGET	FALSE	FALSE	FALSE	In vitro, anti-miRNA-125b added exogenously to IL-6-stressed NHA cultures attenuated both glial cell proliferation and increased the expression of the cyclin-dependent kinase inhibitor 2A (<e2>CDKN2A</e2>), a <e1>miRNA-125b</e1> target and negative regulator of cell growth.
miRNA-corp.d94.s3.p0	GENE_MIR	UP	FALSE	FALSE	FALSE	Here we report that the levels of a human brain-enriched <e1>miRNA-125b</e1> are up-regulated in <e2>interleukin-6</e2> (IL-6)-stressed normal human astrocytes (NHA), a treatment known to induce astrogliosis.
miRNA-corp.d94.s3.p1	GENE_MIR	UP	FALSE	FALSE	FALSE	Here we report that the levels of a human brain-enriched <e1>miRNA-125b</e1> are up-regulated in interleukin-6 (<e2>IL-6</e2>)-stressed normal human astrocytes (NHA), a treatment known to induce astrogliosis.
miRNA-corp.d94.s5.p4	MIR_GENE	UP	FALSE	FALSE	FALSE	A strong positive correlation between <e1>miRNA-125b</e1> abundance and the glial cell markers <e2>glial fibrillary acidic protein</e2> (GFAP) and vimentin, and CDKN2A down-regulation was noted in advanced Alzheimer's disease (AD) and in Down's syndrome (DS) brain, chronic neurological disorders associated with astrogliosis.
miRNA-corp.d94.s5.p5	MIR_GENE	UP	FALSE	FALSE	FALSE	A strong positive correlation between <e1>miRNA-125b</e1> abundance and the glial cell markers glial fibrillary acidic protein (<e2>GFAP</e2>) and vimentin, and CDKN2A down-regulation was noted in advanced Alzheimer's disease (AD) and in Down's syndrome (DS) brain, chronic neurological disorders associated with astrogliosis.
miRNA-corp.d94.s5.p6	MIR_GENE	DOWN	FALSE	FALSE	FALSE	A strong positive correlation between <e1>miRNA-125b</e1> abundance and the glial cell markers glial fibrillary acidic protein (GFAP) and vimentin, and <e2>CDKN2A</e2> down-regulation was noted in advanced Alzheimer's disease (AD) and in Down's syndrome (DS) brain, chronic neurological disorders associated with astrogliosis.
miRNA-corp.d94.s5.p7	MIR_GENE	UP	FALSE	FALSE	FALSE	A strong positive correlation between <e1>miRNA-125b</e1> abundance and the glial cell markers glial fibrillary acidic protein (GFAP) and <e2>vimentin</e2>, and CDKN2A down-regulation was noted in advanced Alzheimer's disease (AD) and in Down's syndrome (DS) brain, chronic neurological disorders associated with astrogliosis.
miRNA-corp.d95.s2.p0	NA	NA	FALSE	FALSE	FALSE	We reveal the relative contribution of each subgroup to clinical outcome as a whole and show that a previously unidentified molecular subgroup, characterized genetically by c-<e2>MYC</e2> copy number gains and transcriptionally by enrichment of photoreceptor pathways and increased <e1>miR-183∼96∼182</e1> expression, is associated with significantly lower rates of event-free and overall survivals.
miRNA-corp.d98.s0.p0	MIR_GENE	TARGET	FALSE	FALSE	FALSE	BACE1 mRNA levels tended to increase as miR-107 levels decreased in the progression of AD. Cell culture reporter assays performed with a subset of the predicted <e1>miR-107</e1> binding sites indicate the presence of at least one physiological miR-107 miRNA recognition sequence in the 3'-UTR of <e2>BACE1</e2> mRNA.
miRNA-corp.d98.s0.p1	NA	NA	FALSE	FALSE	FALSE	<e2>BACE1</e2> mRNA levels tended to increase as miR-107 levels decreased in the progression of AD. Cell culture reporter assays performed with a subset of the predicted <e1>miR-107</e1> binding sites indicate the presence of at least one physiological miR-107 miRNA recognition sequence in the 3'-UTR of BACE1 mRNA.
miRNA-corp.d98.s0.p3	NA	NA	FALSE	FALSE	FALSE	BACE1 mRNA levels tended to increase as <e1>miR-107</e1> levels decreased in the progression of AD. Cell culture reporter assays performed with a subset of the predicted miR-107 binding sites indicate the presence of at least one physiological miR-107 miRNA recognition sequence in the 3'-UTR of <e2>BACE1</e2> mRNA.
miRNA-corp.d98.s0.p4	MIR_GENE	DOWN	TRUE	FALSE	FALSE	<e2>BACE1</e2> mRNA levels tended to increase as <e1>miR-107</e1> levels decreased in the progression of AD. Cell culture reporter assays performed with a subset of the predicted miR-107 binding sites indicate the presence of at least one physiological miR-107 miRNA recognition sequence in the 3'-UTR of BACE1 mRNA.
miRNA-corp.d98.s0.p6	MIR_GENE	TARGET	FALSE	FALSE	FALSE	BACE1 mRNA levels tended to increase as miR-107 levels decreased in the progression of AD. Cell culture reporter assays performed with a subset of the predicted miR-107 binding sites indicate the presence of at least one physiological <e1>miR-107</e1> miRNA recognition sequence in the 3'-UTR of <e2>BACE1</e2> mRNA.
miRNA-corp.d98.s0.p7	NA	NA	FALSE	FALSE	FALSE	<e2>BACE1</e2> mRNA levels tended to increase as miR-107 levels decreased in the progression of AD. Cell culture reporter assays performed with a subset of the predicted miR-107 binding sites indicate the presence of at least one physiological <e1>miR-107</e1> miRNA recognition sequence in the 3'-UTR of BACE1 mRNA.
miRNA-corp.d98.s1.p0	MIR_GENE	TARGET	TRUE	FALSE	FALSE	Computational analysis predicted that the 3'-untranslated region (UTR) of beta-site amyloid precursor protein-cleaving enzyme 1 (<e2>BACE1</e2>) mRNA is targeted multiply by <e1>miR-107</e1>.
miRNA-corp.d98.s1.p1	MIR_GENE	TARGET	TRUE	FALSE	FALSE	Computational analysis predicted that the 3'-untranslated region (UTR) of <e2>beta-site amyloid precursor protein-cleaving enzyme 1</e2> (BACE1) mRNA is targeted multiply by <e1>miR-107</e1>.
miRNA-corp.d98.s9.p0	MIR_GENE	NEU	FALSE	FALSE	FALSE	Together, the coordinated application of miRNA profiling, Affymetrix microarrays, new bioinformatics predictions, in situ hybridization, and biochemical validation indicate that <e1>miR-107</e1> may be involved in accelerated disease progression through regulation of <e2>BACE1</e2>.
miRNA-corp.d98.s10.p1	MIR_GENE	NEU	FALSE	FALSE	FALSE	The expression of microRNA <e1>miR-107</e1> decreases early in Alzheimer's disease and may accelerate disease progression through regulation of <e2>beta-site amyloid precursor protein-cleaving enzyme 1</e2>.
miRNA-corp.d102.s0.p0	NA	NA	FALSE	FALSE	FALSE	<e1>MicroRNA-205</e1> inhibits tumor cell migration through down-regulating the expression of the LDL receptor-related protein 1.  <e2>Low-density lipoprotein receptor-related protein 1</e2> (LRP1) is a multifunctional endocytic receptor that plays critical roles in the pathogenesis of several human diseases including tumor metastasis and Alzheimer's disease.
miRNA-corp.d102.s0.p1	MIR_GENE	DOWN	FALSE	FALSE	FALSE	<e1>MicroRNA-205</e1> inhibits tumor cell migration through down-regulating the expression of the <e2>LDL receptor-related protein 1</e2>.  Low-density lipoprotein receptor-related protein 1 (LRP1) is a multifunctional endocytic receptor that plays critical roles in the pathogenesis of several human diseases including tumor metastasis and Alzheimer's disease.
miRNA-corp.d102.s0.p2	NA	NA	FALSE	FALSE	FALSE	<e1>MicroRNA-205</e1> inhibits tumor cell migration through down-regulating the expression of the LDL receptor-related protein 1.  Low-density lipoprotein receptor-related protein 1 (<e2>LRP1</e2>) is a multifunctional endocytic receptor that plays critical roles in the pathogenesis of several human diseases including tumor metastasis and Alzheimer's disease.
miRNA-corp.d102.s1.p0	MIR_GENE	DOWN	FALSE	FALSE	FALSE	In human cell lines, we found that <e1>miR-205</e1> down-regulates the expression of <e2>LRP1</e2> by targeting sequences in the 3'UTR of LRP1 mRNA.
miRNA-corp.d102.s1.p1	MIR_GENE	TARGET	FALSE	FALSE	FALSE	In human cell lines, we found that <e1>miR-205</e1> down-regulates the expression of LRP1 by targeting sequences in the 3'UTR of <e2>LRP1</e2> mRNA.
miRNA-corp.d102.s4.p0	NA	NA	FALSE	FALSE	FALSE	This effect was abolished by deleting the <e1>miR-205</e1> seed site in the 3'UTR of <e2>LRP1</e2>.
miRNA-corp.d107.s0.p0	MIR_GENE	DOWN	TRUE	FALSE	FALSE	Loss of microRNA cluster <e1>miR-29a/b-1</e1> in sporadic Alzheimer's disease correlates with increased <e2>BACE1</e2>/beta-secretase expression.
miRNA-corp.d107.s0.p2	MIR_GENE	DOWN	TRUE	FALSE	FALSE	Loss of microRNA cluster <e1>miR-29a/b-1</e1> in sporadic Alzheimer's disease correlates with increased BACE1/<e2>beta-secretase</e2> expression.
miRNA-corp.d107.s3.p0	MIR_GENE	NEU	FALSE	FALSE	FALSE	We show here that <e1>miR-29a, -29b-1, and -9</e1> can regulate <e2>BACE1</e2> expression in vitro.
miRNA-corp.d107.s4.p3	MIR_GENE	DOWN	TRUE	FALSE	FALSE	The <e1>miR-29a/b-1</e1> cluster was significantly (and AD-dementia-specific) decreased in AD patients displaying abnormally high <e2>BACE1</e2> protein.
miRNA-corp.d107.s6.p0	NA	NA	FALSE	FALSE	FALSE	Finally, we provide evidence for a potential causal relationship between <e1>miR-29a/b-1</e1> expression and <e2>Abeta</e2> generation in a cell culture model.
miRNA-corp.d108.s0.p1	NA	NA	FALSE	FALSE	FALSE	Here we expand the role of <e2>GRN</e2> in FTLD-U and demonstrate that a common genetic variant (rs5848), located in the 3'-untranslated region (UTR) of GRN in a binding-site for <e1>miR-659</e1>, is a major susceptibility factor for FTLD-U.
miRNA-corp.d108.s0.p3	MIR_GENE	TARGET	FALSE	FALSE	FALSE	Here we expand the role of GRN in FTLD-U and demonstrate that a common genetic variant (rs5848), located in the 3'-untranslated region (UTR) of <e2>GRN</e2> in a binding-site for <e1>miR-659</e1>, is a major susceptibility factor for FTLD-U.
miRNA-corp.d108.s2.p0	MIR_GENE	TARGET	FALSE	FALSE	FALSE	Common variation in the <e1>miR-659</e1> binding-site of <e2>GRN</e2> is a major risk factor for TDP43-positive frontotemporal dementia.
miRNA-corp.d108.s2.p2	NA	NA	FALSE	FALSE	FALSE	Common variation in the <e1>miR-659</e1> binding-site of GRN is a major risk factor for <e2>TDP43</e2>-positive frontotemporal dementia.
miRNA-corp.d108.s5.p0	MIR_GENE	DOWN	FALSE	FALSE	FALSE	We further demonstrate that miR-659 can regulate GRN expression in vitro, with <e1>miR-659</e1> binding more efficiently to the high risk T-allele of rs5848 resulting in augmented translational inhibition of <e2>GRN</e2>.
miRNA-corp.d108.s5.p1	NA	NA	FALSE	FALSE	FALSE	We further demonstrate that miR-659 can regulate <e2>GRN</e2> expression in vitro, with <e1>miR-659</e1> binding more efficiently to the high risk T-allele of rs5848 resulting in augmented translational inhibition of GRN.
miRNA-corp.d108.s5.p2	NA	NA	FALSE	FALSE	FALSE	We further demonstrate that <e1>miR-659</e1> can regulate GRN expression in vitro, with miR-659 binding more efficiently to the high risk T-allele of rs5848 resulting in augmented translational inhibition of <e2>GRN</e2>.
miRNA-corp.d108.s5.p3	MIR_GENE	NEU	FALSE	FALSE	FALSE	We further demonstrate that <e1>miR-659</e1> can regulate <e2>GRN</e2> expression in vitro, with miR-659 binding more efficiently to the high risk T-allele of rs5848 resulting in augmented translational inhibition of GRN.
miRNA-corp.d109.s2.p0	MIR_GENE	TARGET	FALSE	FALSE	FALSE	We further showed that CCNE1 (encoding <e2>cyclin E1</e2>) is one of the downstream targets of <e1>miR-15b</e1>.
miRNA-corp.d109.s2.p1	MIR_GENE	TARGET	FALSE	FALSE	FALSE	We further showed that <e2>CCNE1</e2> (encoding cyclin E1) is one of the downstream targets of <e1>miR-15b</e1>.
miRNA-corp.d112.s7.p0	MIR_GENE	TARGET	FALSE	FALSE	FALSE	Further, irradiation significantly altered expression of <e1>miR-194</e1>, a miRNA putatively targeting both DNA methyltransferase-3a and <e2>MeCP2</e2>.
